Fecha,Código Cliente,Sede,Tipo de Cuenta,Cliente Nuevo ,Neto,Iva
43304,D-399,Lleida,Fondo de inversión,No,2792,0.21
43304,D-568,Lleida,Plan de jubilación,Si,11022,0.21
43304,A-652,Lleida,Ahorros,No,6623,0.21
43304,D-553,Lleida,Plan de jubilación,Si,6066,0.21
43305,A-154,Barcelona,Fondo de inversión,No,12773,0.21
43305,A-677,Barcelona,Plan de jubilación,Si,2781,0.21
43305,D-604,Tarragona,Hipoteca,No,7095,0.21
43305,B-710,Tarragona,Ahorros,Si,513,0.21
43305,D-653,Tarragona,Fondo de inversión,No,216,0.21
43305,B-909,Tarragona,Ahorros,No,2711,0.21
43305,D-358,Tarragona,Hipoteca,No,4375,0.21
43305,B-672,Girona,Fondo de inversión,No,12778,0.21
43305,B-870,Girona,Fondo de inversión,Si,4472,0.21
43305,A-668,Girona,Plan de jubilación,Si,11709,0.21
43305,C-886,Girona,Hipoteca,Si,13171,0.21
43305,C-685,Girona,Fondo de inversión,No,12971,0.21
43305,C-107,Lleida,Hipoteca,Si,13806,0.21
43305,D-333,Lleida,Fondo de inversión,Si,4939,0.21
43305,D-240,Lleida,Fondo de inversión,No,6568,0.21
43306,A-101,Barcelona,Cuenta corriente,No,4758,0.21
43306,C-641,Barcelona,Plan de jubilación,No,9465,0.21
43306,B-604,Barcelona,Plan de jubilación,Si,2922,0.21
43306,D-657,Barcelona,Hipoteca,No,5419,0.21
43306,D-670,Gavà,Cuenta corriente,No,5382,0.21
43306,D-151,Gavà,Ahorros,Si,1624,0.21
43306,D-635,Gavà,Plan de jubilación,No,5508,0.21
43306,D-312,Tarragona,Plan de jubilación,Si,6984,0.21
43306,A-340,Tarragona,Hipoteca,Si,4050,0.21
43306,A-428,Girona,Cuenta corriente,Si,3104,0.21
43306,D-861,Girona,Fondo de inversión,No,11972,0.21
43306,A-542,Girona,Ahorros,Si,13536,0.21
43306,D-557,Lleida,Ahorros,No,7181,0.21
43306,A-956,Lleida,Plan de jubilación,No,4637,0.21
43307,D-401,Barcelona,Fondo de inversión,No,12128,0.21
43307,C-910,Barcelona,Ahorros,No,3815,0.21
43307,A-379,Gavà,Fondo de inversión,Si,8491,0.21
43307,B-605,Gavà,Fondo de inversión,Si,5377,0.21
43307,D-865,Gavà,Fondo de inversión,Si,10721,0.21
43307,D-846,Gavà,Hipoteca,Si,1704,0.21
43307,C-408,Gavà,Plan de jubilación,Si,8523,0.21
43307,C-539,Tarragona,Plan de jubilación,No,2797,0.21
43307,B-630,Tarragona,Hipoteca,No,14158,0.21
43307,A-575,Tarragona,Cuenta corriente,Si,7466,0.21
43307,C-311,Girona,Hipoteca,Si,7833,0.21
43307,C-512,Girona,Hipoteca,Si,6514,0.21
43307,A-202,Girona,Hipoteca,Si,3477,0.21
43307,B-964,Lleida,Hipoteca,Si,5952,0.21
43307,D-436,Lleida,Ahorros,Si,6036,0.21
43307,D-552,Lleida,Fondo de inversión,Si,9194,0.21
43307,C-751,Lleida,Fondo de inversión,Si,5166,0.21
43307,A-571,Lleida,Hipoteca,Si,11030,0.21
43307,B-409,Lleida,Hipoteca,Si,6813,0.21
43307,C-111,Lleida,Ahorros,No,1941,0.21
43307,C-431,Lleida,Fondo de inversión,Si,8389,0.21
43308,B-856,Barcelona,Cuenta corriente,Si,5943,0.21
43308,A-391,Barcelona,Fondo de inversión,Si,9616,0.21
43308,C-521,Barcelona,Fondo de inversión,No,10613,0.21
43308,C-806,Barcelona,Plan de jubilación,Si,8919,0.21
43308,D-972,Barcelona,Fondo de inversión,Si,11637,0.21
43308,D-633,Barcelona,Fondo de inversión,Si,10691,0.21
43308,C-324,Gavà,Hipoteca,Si,11160,0.21
43308,C-938,Gavà,Ahorros,Si,9446,0.21
43308,B-737,Gavà,Hipoteca,No,12218,0.21
43308,D-677,Gavà,Ahorros,Si,6070,0.21
43308,A-825,Gavà,Ahorros,No,3796,0.21
43308,D-500,Tarragona,Fondo de inversión,No,10047,0.21
43308,C-497,Tarragona,Fondo de inversión,No,4722,0.21
43308,B-513,Girona,Hipoteca,No,7035,0.21
43308,D-614,Lleida,Fondo de inversión,Si,11108,0.21
43308,A-353,Lleida,Hipoteca,No,12214,0.21
43308,C-581,Lleida,Ahorros,Si,2057,0.21
43309,C-427,Barcelona,Hipoteca,No,986,0.21
43309,D-823,Barcelona,Ahorros,No,6794,0.21
43309,C-297,Barcelona,Cuenta corriente,No,8718,0.21
43309,D-547,Barcelona,Hipoteca,Si,9971,0.21
43309,A-779,Gavà,Fondo de inversión,Si,6056,0.21
43309,D-546,Gavà,Hipoteca,No,8761,0.21
43309,C-288,Gavà,Hipoteca,No,2416,0.21
43309,D-482,Gavà,Plan de jubilación,Si,14864,0.21
43309,A-195,Gavà,Ahorros,No,7144,0.21
43309,C-992,Gavà,Plan de jubilación,Si,336,0.21
43309,B-978,Gavà,Fondo de inversión,No,5915,0.21
43309,D-809,Tarragona,Fondo de inversión,No,11009,0.21
43309,D-717,Tarragona,Ahorros,No,10061,0.21
43309,C-941,Tarragona,Hipoteca,Si,11311,0.21
43309,B-518,Tarragona,Ahorros,No,11718,0.21
43309,D-251,Girona,Fondo de inversión,No,7228,0.21
43309,C-790,Girona,Ahorros,No,3726,0.21
43309,B-171,Girona,Fondo de inversión,No,10494,0.21
43309,B-935,Lleida,Cuenta corriente,Si,1060,0.21
43309,D-510,Lleida,Plan de jubilación,Si,2669,0.21
43309,A-341,Lleida,Plan de jubilación,Si,5848,0.21
43309,D-711,Lleida,Cuenta corriente,Si,13518,0.21
43309,B-152,Lleida,Fondo de inversión,Si,12353,0.21
43309,A-794,Lleida,Hipoteca,Si,508,0.21
43310,C-348,Barcelona,Ahorros,Si,9312,0.21
43310,D-411,Barcelona,Plan de jubilación,Si,9496,0.21
43310,D-448,Barcelona,Fondo de inversión,No,13168,0.21
43310,D-548,Gavà,Cuenta corriente,No,3111,0.21
43310,A-595,Gavà,Cuenta corriente,Si,11729,0.21
43310,C-744,Gavà,Ahorros,Si,6684,0.21
43310,D-174,Tarragona,Cuenta corriente,No,6137,0.21
43310,A-841,Tarragona,Cuenta corriente,Si,13211,0.21
43310,D-679,Tarragona,Fondo de inversión,No,2101,0.21
43310,B-147,Girona,Plan de jubilación,Si,3862,0.21
43310,C-954,Girona,Fondo de inversión,Si,13927,0.21
43310,D-442,Girona,Hipoteca,Si,1818,0.21
43310,B-594,Girona,Fondo de inversión,Si,14363,0.21
43310,B-785,Girona,Fondo de inversión,No,6338,0.21
43310,D-280,Lleida,Ahorros,No,13407,0.21
43310,A-719,Lleida,Ahorros,Si,5390,0.21
43310,A-579,Lleida,Cuenta corriente,Si,11583,0.21
43310,D-490,Lleida,Ahorros,No,1183,0.21
43310,B-577,Lleida,Cuenta corriente,Si,1095,0.21
43310,B-459,Lleida,Hipoteca,No,10362,0.21
43310,C-955,Lleida,Plan de jubilación,No,7885,0.21
43311,D-260,Barcelona,Hipoteca,Si,10213,0.21
43311,B-161,Barcelona,Fondo de inversión,No,8769,0.21
43311,B-155,Barcelona,Hipoteca,No,13709,0.21
43311,D-991,Barcelona,Cuenta corriente,Si,6295,0.21
43311,A-381,Gavà,Fondo de inversión,No,5409,0.21
43311,D-751,Gavà,Ahorros,No,6144,0.21
43311,A-816,Gavà,Fondo de inversión,No,12465,0.21
43311,D-668,Gavà,Ahorros,Si,7150,0.21
43311,C-321,Tarragona,Ahorros,Si,4300,0.21
43311,D-856,Tarragona,Plan de jubilación,Si,8338,0.21
43311,C-927,Tarragona,Plan de jubilación,Si,14500,0.21
43311,C-575,Tarragona,Cuenta corriente,No,5126,0.21
43311,C-520,Girona,Cuenta corriente,Si,12285,0.21
43311,A-485,Girona,Hipoteca,Si,8104,0.21
43311,A-699,Girona,Hipoteca,Si,8287,0.21
43311,A-920,Lleida,Cuenta corriente,No,6296,0.21
43311,A-643,Lleida,Plan de jubilación,No,3002,0.21
43311,B-360,Lleida,Ahorros,No,5705,0.21
43311,C-217,Lleida,Plan de jubilación,Si,5885,0.21
43312,C-386,Barcelona,Cuenta corriente,No,13427,0.21
43312,A-802,Barcelona,Fondo de inversión,No,4338,0.21
43312,A-134,Barcelona,Fondo de inversión,Si,5438,0.21
43312,D-681,Barcelona,Fondo de inversión,Si,10030,0.21
43312,C-216,Barcelona,Ahorros,No,8205,0.21
43312,B-175,Barcelona,Ahorros,No,4567,0.21
43312,B-751,Barcelona,Ahorros,Si,14025,0.21
43312,D-529,Barcelona,Cuenta corriente,Si,3135,0.21
43312,A-742,Barcelona,Cuenta corriente,No,12745,0.21
43312,A-113,Gavà,Cuenta corriente,No,188,0.21
43312,C-191,Tarragona,Fondo de inversión,No,708,0.21
43312,A-602,Tarragona,Ahorros,Si,13242,0.21
43312,D-554,Lleida,Hipoteca,Si,13635,0.21
43312,A-582,Lleida,Cuenta corriente,Si,12009,0.21
43312,D-693,Lleida,Cuenta corriente,Si,12399,0.21
43313,C-703,Barcelona,Hipoteca,No,9513,0.21
43313,A-509,Barcelona,Fondo de inversión,Si,11410,0.21
43313,D-637,Barcelona,Cuenta corriente,No,13133,0.21
43313,A-343,Gavà,Cuenta corriente,Si,3869,0.21
43313,D-609,Gavà,Hipoteca,Si,6064,0.21
43313,D-153,Tarragona,Cuenta corriente,Si,7737,0.21
43313,C-561,Tarragona,Fondo de inversión,Si,1608,0.21
43313,A-649,Tarragona,Ahorros,No,1158,0.21
43313,B-420,Tarragona,Plan de jubilación,No,9425,0.21
43313,B-984,Tarragona,Fondo de inversión,Si,3155,0.21
43313,C-423,Tarragona,Cuenta corriente,No,12961,0.21
43313,A-393,Girona,Ahorros,Si,4397,0.21
43313,D-880,Lleida,Cuenta corriente,No,8387,0.21
43313,C-322,Lleida,Fondo de inversión,Si,5918,0.21
43314,D-423,Barcelona,Cuenta corriente,No,9555,0.21
43314,A-373,Barcelona,Plan de jubilación,No,10424,0.21
43314,B-144,Barcelona,Cuenta corriente,Si,6027,0.21
43314,C-367,Barcelona,Hipoteca,No,4719,0.21
43314,D-423,Barcelona,Fondo de inversión,Si,8040,0.21
43314,D-927,Barcelona,Hipoteca,Si,4573,0.21
43314,C-572,Gavà,Hipoteca,No,14301,0.21
43314,D-986,Tarragona,Fondo de inversión,Si,3158,0.21
43314,C-293,Tarragona,Plan de jubilación,No,11952,0.21
43314,B-559,Tarragona,Plan de jubilación,Si,5041,0.21
43314,C-255,Tarragona,Cuenta corriente,Si,1857,0.21
43314,A-761,Girona,Hipoteca,No,3730,0.21
43314,B-722,Girona,Plan de jubilación,Si,5454,0.21
43314,B-626,Girona,Fondo de inversión,Si,14703,0.21
43314,A-801,Girona,Plan de jubilación,No,7178,0.21
43314,D-609,Lleida,Plan de jubilación,No,5794,0.21
43314,D-424,Lleida,Plan de jubilación,Si,4640,0.21
43314,A-700,Lleida,Fondo de inversión,Si,4403,0.21
43314,B-456,Lleida,Fondo de inversión,Si,14646,0.21
43315,A-681,Barcelona,Cuenta corriente,Si,1727,0.21
43315,B-693,Barcelona,Hipoteca,No,4226,0.21
43315,B-534,Gavà,Plan de jubilación,No,757,0.21
43315,B-773,Tarragona,Ahorros,Si,922,0.21
43315,B-298,Girona,Cuenta corriente,No,870,0.21
43315,D-793,Girona,Plan de jubilación,No,949,0.21
43315,B-473,Girona,Plan de jubilación,No,4183,0.21
43315,B-316,Girona,Hipoteca,Si,14585,0.21
43315,B-340,Lleida,Cuenta corriente,Si,7259,0.21
43315,B-767,Lleida,Cuenta corriente,Si,3760,0.21
43315,D-101,Lleida,Cuenta corriente,Si,13353,0.21
43315,B-492,Lleida,Plan de jubilación,No,3644,0.21
43316,D-808,Barcelona,Fondo de inversión,Si,3984,0.21
43316,A-885,Barcelona,Hipoteca,No,14799,0.21
43316,C-107,Barcelona,Plan de jubilación,Si,14407,0.21
43316,A-162,Gavà,Hipoteca,Si,8369,0.21
43316,C-750,Gavà,Hipoteca,No,9455,0.21
43316,B-149,Gavà,Hipoteca,No,9985,0.21
43316,D-418,Gavà,Ahorros,No,11530,0.21
43316,C-812,Tarragona,Ahorros,No,14748,0.21
43316,C-667,Tarragona,Cuenta corriente,Si,10004,0.21
43316,D-585,Tarragona,Cuenta corriente,Si,838,0.21
43316,A-608,Tarragona,Plan de jubilación,Si,12843,0.21
43316,A-457,Girona,Ahorros,Si,11512,0.21
43316,C-944,Girona,Hipoteca,No,7601,0.21
43316,A-948,Lleida,Hipoteca,No,10758,0.21
43316,C-962,Lleida,Ahorros,No,9787,0.21
43316,B-670,Lleida,Ahorros,No,12555,0.21
43316,A-963,Lleida,Hipoteca,Si,12055,0.21
43316,C-945,Lleida,Plan de jubilación,No,10219,0.21
43317,C-192,Barcelona,Plan de jubilación,No,6200,0.21
43317,C-228,Barcelona,Cuenta corriente,No,8619,0.21
43317,D-867,Barcelona,Hipoteca,No,11808,0.21
43317,D-218,Barcelona,Cuenta corriente,Si,3099,0.21
43317,D-924,Barcelona,Ahorros,No,8982,0.21
43317,A-131,Gavà,Fondo de inversión,Si,7203,0.21
43317,A-341,Gavà,Cuenta corriente,No,13571,0.21
43317,B-286,Tarragona,Cuenta corriente,Si,578,0.21
43317,A-778,Tarragona,Cuenta corriente,No,14340,0.21
43317,B-372,Tarragona,Ahorros,Si,11786,0.21
43317,B-136,Tarragona,Plan de jubilación,No,156,0.21
43317,B-251,Tarragona,Fondo de inversión,No,3323,0.21
43317,D-196,Tarragona,Plan de jubilación,Si,10788,0.21
43317,D-866,Tarragona,Hipoteca,Si,13475,0.21
43317,D-496,Tarragona,Plan de jubilación,Si,3233,0.21
43317,D-851,Girona,Plan de jubilación,No,7392,0.21
43317,D-597,Girona,Plan de jubilación,No,8309,0.21
43317,D-824,Girona,Plan de jubilación,Si,2779,0.21
43317,B-433,Girona,Fondo de inversión,Si,12075,0.21
43317,C-539,Lleida,Cuenta corriente,No,6557,0.21
43317,C-663,Lleida,Hipoteca,No,10220,0.21
43317,D-903,Lleida,Cuenta corriente,Si,10132,0.21
43317,B-117,Lleida,Fondo de inversión,Si,4560,0.21
43317,B-544,Lleida,Plan de jubilación,Si,5576,0.21
43318,D-246,Barcelona,Cuenta corriente,No,5055,0.21
43318,C-160,Barcelona,Fondo de inversión,Si,1862,0.21
43318,A-862,Barcelona,Ahorros,Si,7514,0.21
43318,C-798,Barcelona,Hipoteca,No,7013,0.21
43318,B-558,Barcelona,Plan de jubilación,No,3523,0.21
43318,A-629,Barcelona,Ahorros,No,8834,0.21
43318,B-746,Barcelona,Plan de jubilación,No,850,0.21
43318,B-818,Gavà,Plan de jubilación,Si,11876,0.21
43318,B-882,Gavà,Plan de jubilación,No,4727,0.21
43318,A-427,Tarragona,Fondo de inversión,Si,14547,0.21
43318,A-238,Tarragona,Hipoteca,No,13515,0.21
43318,C-692,Tarragona,Hipoteca,No,4004,0.21
43318,D-636,Tarragona,Ahorros,Si,12522,0.21
43318,C-902,Tarragona,Ahorros,No,10180,0.21
43318,C-513,Tarragona,Plan de jubilación,Si,2445,0.21
43318,B-884,Girona,Plan de jubilación,Si,4841,0.21
43318,A-628,Girona,Fondo de inversión,Si,7721,0.21
43318,D-127,Girona,Plan de jubilación,Si,6855,0.21
43318,A-422,Lleida,Cuenta corriente,Si,12731,0.21
43318,C-713,Lleida,Fondo de inversión,Si,11549,0.21
43318,D-356,Lleida,Ahorros,Si,14690,0.21
43318,D-706,Lleida,Hipoteca,Si,3643,0.21
43318,D-453,Lleida,Cuenta corriente,No,12629,0.21
43319,A-619,Barcelona,Cuenta corriente,Si,2378,0.21
43319,D-835,Barcelona,Hipoteca,Si,14199,0.21
43319,A-602,Barcelona,Ahorros,Si,10805,0.21
43319,A-717,Barcelona,Fondo de inversión,No,7563,0.21
43319,D-933,Barcelona,Plan de jubilación,Si,6704,0.21
43319,B-176,Barcelona,Hipoteca,No,12558,0.21
43319,B-702,Gavà,Fondo de inversión,Si,14466,0.21
43319,D-968,Gavà,Cuenta corriente,Si,7150,0.21
43319,D-648,Tarragona,Ahorros,Si,7887,0.21
43319,B-467,Tarragona,Plan de jubilación,No,14302,0.21
43319,C-108,Girona,Ahorros,No,2473,0.21
43319,D-561,Girona,Hipoteca,Si,1073,0.21
43319,B-713,Girona,Ahorros,No,8460,0.21
43319,D-895,Girona,Ahorros,No,6009,0.21
43319,D-545,Lleida,Fondo de inversión,No,2330,0.21
43319,B-610,Lleida,Hipoteca,No,8160,0.21
43319,C-811,Lleida,Hipoteca,Si,2870,0.21
43319,D-101,Lleida,Hipoteca,No,5204,0.21
43319,B-904,Lleida,Hipoteca,Si,7646,0.21
43320,B-727,Barcelona,Hipoteca,Si,11883,0.21
43320,C-564,Barcelona,Fondo de inversión,Si,11246,0.21
43320,C-403,Barcelona,Fondo de inversión,Si,5724,0.21
43320,D-942,Barcelona,Fondo de inversión,Si,328,0.21
43320,D-128,Gavà,Fondo de inversión,Si,4185,0.21
43320,C-158,Gavà,Cuenta corriente,Si,6159,0.21
43320,C-438,Gavà,Hipoteca,No,14889,0.21
43320,B-545,Gavà,Plan de jubilación,No,7199,0.21
43320,A-924,Gavà,Ahorros,No,13383,0.21
43320,B-606,Gavà,Plan de jubilación,No,3643,0.21
43320,D-960,Tarragona,Fondo de inversión,Si,3443,0.21
43320,B-499,Tarragona,Cuenta corriente,Si,1739,0.21
43320,C-776,Tarragona,Plan de jubilación,Si,4715,0.21
43320,A-449,Tarragona,Ahorros,No,3453,0.21
43320,C-449,Tarragona,Fondo de inversión,No,5645,0.21
43320,C-857,Tarragona,Fondo de inversión,Si,1223,0.21
43320,D-935,Tarragona,Plan de jubilación,Si,5685,0.21
43320,C-853,Tarragona,Hipoteca,No,13041,0.21
43320,A-647,Girona,Cuenta corriente,Si,5894,0.21
43320,B-858,Girona,Hipoteca,No,3038,0.21
43320,A-667,Girona,Hipoteca,No,10293,0.21
43320,C-161,Lleida,Ahorros,Si,2628,0.21
43320,B-827,Lleida,Plan de jubilación,Si,12393,0.21
43320,A-575,Lleida,Ahorros,Si,12572,0.21
43320,B-975,Lleida,Ahorros,Si,6534,0.21
43320,A-524,Lleida,Fondo de inversión,Si,7419,0.21
43321,C-444,Barcelona,Cuenta corriente,Si,14908,0.21
43321,C-349,Barcelona,Cuenta corriente,No,7784,0.21
43321,B-875,Barcelona,Plan de jubilación,Si,1169,0.21
43321,C-520,Gavà,Plan de jubilación,No,14131,0.21
43321,A-759,Gavà,Plan de jubilación,No,13578,0.21
43321,A-945,Gavà,Plan de jubilación,No,2757,0.21
43321,C-766,Tarragona,Ahorros,No,1346,0.21
43321,A-451,Tarragona,Fondo de inversión,Si,7253,0.21
43321,D-150,Tarragona,Cuenta corriente,No,1493,0.21
43321,A-436,Tarragona,Ahorros,No,6573,0.21
43321,D-536,Girona,Ahorros,Si,10160,0.21
43321,A-156,Girona,Fondo de inversión,No,9058,0.21
43321,B-416,Girona,Plan de jubilación,No,1494,0.21
43321,C-693,Girona,Hipoteca,No,11405,0.21
43321,C-318,Girona,Hipoteca,Si,9528,0.21
43321,A-110,Girona,Hipoteca,No,4968,0.21
43321,B-322,Girona,Plan de jubilación,No,6486,0.21
43321,D-604,Girona,Cuenta corriente,No,9948,0.21
43321,B-628,Girona,Plan de jubilación,Si,13545,0.21
43321,A-178,Lleida,Hipoteca,No,11622,0.21
43321,D-408,Lleida,Ahorros,No,11790,0.21
43321,D-692,Lleida,Hipoteca,No,2903,0.21
43321,C-214,Lleida,Cuenta corriente,No,9905,0.21
43321,B-119,Lleida,Ahorros,Si,3422,0.21
43321,D-805,Lleida,Cuenta corriente,Si,10370,0.21
43321,A-606,Lleida,Cuenta corriente,Si,7119,0.21
43322,D-220,Barcelona,Fondo de inversión,Si,4440,0.21
43322,C-234,Barcelona,Ahorros,Si,1058,0.21
43322,A-307,Barcelona,Fondo de inversión,No,4057,0.21
43322,D-452,Barcelona,Ahorros,Si,7564,0.21
43322,C-493,Gavà,Cuenta corriente,Si,6319,0.21
43322,B-420,Gavà,Fondo de inversión,Si,14281,0.21
43322,C-668,Gavà,Hipoteca,Si,3178,0.21
43322,C-584,Tarragona,Ahorros,No,1124,0.21
43322,C-321,Tarragona,Cuenta corriente,No,7781,0.21
43322,D-859,Tarragona,Ahorros,No,1583,0.21
43322,C-109,Tarragona,Hipoteca,No,7220,0.21
43322,D-648,Girona,Ahorros,No,696,0.21
43322,B-131,Girona,Plan de jubilación,No,5717,0.21
43322,B-982,Girona,Ahorros,No,12958,0.21
43322,B-790,Girona,Hipoteca,Si,4250,0.21
43322,D-684,Girona,Plan de jubilación,No,4376,0.21
43322,C-524,Girona,Ahorros,No,4302,0.21
43322,D-938,Lleida,Ahorros,Si,11324,0.21
43323,D-258,Barcelona,Ahorros,No,9895,0.21
43323,D-509,Barcelona,Hipoteca,No,1872,0.21
43323,C-643,Barcelona,Hipoteca,No,10829,0.21
43323,C-119,Barcelona,Ahorros,Si,10063,0.21
43323,C-530,Barcelona,Fondo de inversión,No,7767,0.21
43323,C-136,Barcelona,Plan de jubilación,Si,3796,0.21
43323,A-230,Gavà,Ahorros,Si,2075,0.21
43323,D-224,Gavà,Ahorros,Si,7742,0.21
43323,C-103,Gavà,Plan de jubilación,No,625,0.21
43323,A-603,Tarragona,Fondo de inversión,Si,10209,0.21
43323,A-194,Tarragona,Hipoteca,No,12988,0.21
43323,D-575,Girona,Hipoteca,No,9563,0.21
43323,A-999,Girona,Hipoteca,No,11263,0.21
43323,B-291,Girona,Plan de jubilación,No,2223,0.21
43323,C-467,Girona,Fondo de inversión,Si,2219,0.21
43323,C-241,Girona,Ahorros,Si,10231,0.21
43323,B-291,Girona,Cuenta corriente,No,13650,0.21
43323,D-860,Lleida,Plan de jubilación,No,3626,0.21
43323,C-849,Lleida,Hipoteca,No,5177,0.21
43324,C-441,Barcelona,Fondo de inversión,No,8953,0.21
43324,B-104,Barcelona,Ahorros,No,4919,0.21
43324,D-578,Barcelona,Cuenta corriente,Si,134,0.21
43324,A-218,Gavà,Fondo de inversión,No,9454,0.21
43324,B-540,Gavà,Fondo de inversión,No,8788,0.21
43324,A-558,Gavà,Fondo de inversión,No,2640,0.21
43324,A-782,Gavà,Plan de jubilación,No,10776,0.21
43324,A-973,Tarragona,Fondo de inversión,Si,6428,0.21
43324,A-425,Tarragona,Ahorros,Si,13779,0.21
43324,D-785,Tarragona,Ahorros,Si,9287,0.21
43324,D-123,Tarragona,Cuenta corriente,Si,13910,0.21
43324,C-152,Tarragona,Cuenta corriente,No,905,0.21
43324,B-847,Tarragona,Hipoteca,Si,11841,0.21
43324,C-623,Tarragona,Ahorros,No,1397,0.21
43324,A-483,Girona,Cuenta corriente,Si,5153,0.21
43324,D-902,Girona,Hipoteca,No,3545,0.21
43324,C-634,Girona,Ahorros,Si,1292,0.21
43324,B-191,Lleida,Cuenta corriente,Si,350,0.21
43324,C-426,Lleida,Cuenta corriente,No,13610,0.21
43324,A-161,Lleida,Cuenta corriente,No,4651,0.21
43325,B-289,Barcelona,Hipoteca,No,4605,0.21
43325,A-340,Barcelona,Plan de jubilación,No,9779,0.21
43325,D-703,Barcelona,Plan de jubilación,No,4993,0.21
43325,B-731,Barcelona,Cuenta corriente,Si,7499,0.21
43325,A-362,Barcelona,Hipoteca,No,4260,0.21
43325,C-326,Barcelona,Hipoteca,Si,10433,0.21
43325,C-105,Barcelona,Cuenta corriente,Si,2960,0.21
43325,A-511,Gavà,Fondo de inversión,Si,5719,0.21
43325,C-439,Gavà,Hipoteca,No,9487,0.21
43325,A-200,Gavà,Fondo de inversión,No,9795,0.21
43325,A-597,Gavà,Hipoteca,Si,8403,0.21
43325,D-701,Tarragona,Plan de jubilación,Si,10936,0.21
43325,B-356,Tarragona,Fondo de inversión,Si,7191,0.21
43325,A-988,Tarragona,Cuenta corriente,No,12335,0.21
43325,D-921,Tarragona,Hipoteca,Si,10661,0.21
43325,D-289,Tarragona,Cuenta corriente,No,6355,0.21
43325,D-996,Girona,Hipoteca,Si,8228,0.21
43325,B-123,Girona,Cuenta corriente,Si,1346,0.21
43325,A-474,Girona,Hipoteca,No,9507,0.21
43325,D-429,Girona,Fondo de inversión,Si,10760,0.21
43325,D-171,Girona,Cuenta corriente,No,3710,0.21
43325,D-599,Lleida,Cuenta corriente,No,12773,0.21
43326,D-914,Gavà,Cuenta corriente,Si,492,0.21
43326,A-772,Gavà,Hipoteca,Si,14245,0.21
43326,A-509,Tarragona,Cuenta corriente,Si,14511,0.21
43326,A-969,Tarragona,Cuenta corriente,No,14754,0.21
43326,C-142,Tarragona,Fondo de inversión,Si,7733,0.21
43326,D-357,Tarragona,Plan de jubilación,Si,14218,0.21
43326,B-545,Tarragona,Plan de jubilación,No,9364,0.21
43326,C-897,Tarragona,Hipoteca,No,4040,0.21
43326,D-771,Tarragona,Hipoteca,No,4796,0.21
43326,D-832,Girona,Ahorros,No,7372,0.21
43326,B-117,Lleida,Ahorros,No,13317,0.21
43326,C-814,Lleida,Hipoteca,No,1345,0.21
43326,B-724,Lleida,Fondo de inversión,Si,11339,0.21
43326,C-407,Lleida,Hipoteca,No,11220,0.21
43327,B-257,Barcelona,Fondo de inversión,No,14883,0.21
43327,A-408,Barcelona,Cuenta corriente,Si,7060,0.21
43327,D-534,Barcelona,Hipoteca,No,12935,0.21
43327,A-830,Gavà,Hipoteca,No,279,0.21
43327,D-718,Gavà,Fondo de inversión,Si,807,0.21
43327,B-644,Tarragona,Cuenta corriente,Si,14474,0.21
43327,D-309,Tarragona,Fondo de inversión,No,7357,0.21
43327,B-922,Tarragona,Plan de jubilación,No,8743,0.21
43327,B-980,Tarragona,Hipoteca,Si,13359,0.21
43327,A-966,Tarragona,Hipoteca,No,2493,0.21
43327,B-638,Tarragona,Ahorros,No,7330,0.21
43327,D-251,Tarragona,Cuenta corriente,Si,11161,0.21
43327,B-292,Girona,Ahorros,No,14313,0.21
43327,A-325,Girona,Plan de jubilación,Si,5958,0.21
43327,C-468,Girona,Fondo de inversión,Si,8776,0.21
43327,B-500,Girona,Hipoteca,Si,1080,0.21
43327,A-736,Girona,Plan de jubilación,Si,3414,0.21
43327,C-862,Girona,Plan de jubilación,No,2202,0.21
43327,B-837,Girona,Plan de jubilación,No,12770,0.21
43327,C-900,Lleida,Fondo de inversión,Si,13746,0.21
43328,B-943,Barcelona,Ahorros,Si,5005,0.21
43328,C-793,Gavà,Hipoteca,Si,14730,0.21
43328,A-185,Gavà,Ahorros,No,3333,0.21
43328,A-252,Tarragona,Fondo de inversión,No,10036,0.21
43328,B-233,Tarragona,Ahorros,No,4143,0.21
43328,A-117,Tarragona,Hipoteca,Si,12477,0.21
43328,C-300,Tarragona,Hipoteca,Si,5058,0.21
43328,C-363,Tarragona,Plan de jubilación,Si,11990,0.21
43328,D-115,Girona,Ahorros,Si,9771,0.21
43328,B-587,Girona,Cuenta corriente,No,12817,0.21
43328,C-107,Girona,Cuenta corriente,Si,9303,0.21
43328,C-762,Girona,Ahorros,Si,558,0.21
43328,A-334,Girona,Plan de jubilación,No,12558,0.21
43328,D-709,Girona,Fondo de inversión,No,7618,0.21
43328,B-378,Lleida,Plan de jubilación,Si,6644,0.21
43328,D-684,Lleida,Cuenta corriente,Si,4122,0.21
43328,C-798,Lleida,Plan de jubilación,No,6171,0.21
43329,D-685,Barcelona,Hipoteca,No,13033,0.21
43329,B-744,Barcelona,Cuenta corriente,Si,14629,0.21
43329,B-991,Barcelona,Fondo de inversión,Si,12721,0.21
43329,A-530,Barcelona,Hipoteca,Si,10912,0.21
43329,B-904,Barcelona,Hipoteca,Si,7663,0.21
43329,D-855,Barcelona,Fondo de inversión,No,2393,0.21
43329,B-435,Gavà,Fondo de inversión,Si,9220,0.21
43329,D-692,Tarragona,Fondo de inversión,No,11149,0.21
